CNPJ;Velocidade;Município;UF;Faixa de Velocidade;Tecnologia;Empresa;Porte da Prestadora;Tipo de Pessoa;Tipo de Produto;Código IBGE Município;Grupo Econômico;Meio de Acesso;2023-01;2023-02;2023-03;2023-04;2023-05;2023-06
7,65358E+13;200;Simões Filho;BA;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;2930709;OI;Fibra;422;396;345;316;288;265
7,65358E+13;200;Teixeira de Freitas;BA;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;2931350;OI;Fibra;2287;2166;1917;1748;1646;1537
7,65358E+13;200;Valença;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3306107;OI;Fibra;1166;1101;1071;1028;1009;978
7,65358E+13;200;Vitória da Conquista;BA;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;2933307;OI;Fibra;2749;2700;2486;2322;2185;2123
7,65358E+13;200;Araguari;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3103504;OI;Fibra;3228;3049;2864;2705;2573;2455
7,65358E+13;200;Belo Horizonte;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3106200;OI;Fibra;38080;36367;34582;33135;31723;30330
7,65358E+13;200;Betim;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3106705;OI;Fibra;8534;8051;7636;7292;6951;6622
7,65358E+13;200;Brumadinho;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3109006;OI;Fibra;1;1;1;1;1;
7,65358E+13;200;Cataguases;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3115300;OI;Fibra;1751;1690;1606;1514;1419;1362
7,65358E+13;200;Caxambu;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3115508;OI;Fibra;358;339;330;312;290;278
7,65358E+13;200;Contagem;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3118601;OI;Fibra;6632;6258;5954;5723;5449;5257
7,65358E+13;200;Coronel Fabriciano;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3119401;OI;Fibra;21;29;32;30;30;29
7,65358E+13;200;Divinópolis;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3122306;OI;Fibra;6139;5756;5444;5164;4935;4712
7,65358E+13;200;Esmeraldas;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3124104;OI;Fibra;37;33;31;29;26;23
7,65358E+13;200;Governador Valadares;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3127701;OI;Fibra;2514;2381;2222;2078;1934;1830
7,65358E+13;200;Ibirité;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3129806;OI;Fibra;;1;1;1;1;1
7,65358E+13;200;Ipatinga;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3131307;OI;Fibra;38;38;36;38;37;40
7,65358E+13;200;Itabira;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3131703;OI;Fibra;228;206;188;169;158;151
7,65358E+13;200;João Monlevade;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3136207;OI;Fibra;139;129;134;128;126;125
7,65358E+13;200;Juiz de Fora;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3136702;OI;Fibra;10776;10386;9902;9460;8965;8579
7,65358E+13;200;Lagoa Santa;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3137601;OI;Fibra;1;1;1;1;1;1
7,65358E+13;200;Lavras;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3138203;OI;Fibra;49;49;60;68;67;68
7,65358E+13;200;Leopoldina;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3138401;OI;Fibra;1373;1313;1231;1159;1107;1057
7,65358E+13;200;Mesquita;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3302858;OI;Fibra;6434;5933;5664;5405;5092;4734
7,65358E+13;200;Montes Claros;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3143302;OI;Fibra;4685;4406;4138;3965;3816;3629
7,65358E+13;200;Muriaé;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3143906;OI;Fibra;97;100;114;112;113;112
7,65358E+13;200;Nova Lima;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3144805;OI;Fibra;729;719;720;728;718;711
7,65358E+13;200;Paracatu;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3147006;OI;Fibra;223;219;212;191;166;156
7,65358E+13;200;Patrocínio;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3148103;OI;Fibra;1753;1626;1520;1443;1371;1320
7,65358E+13;200;Pedro Leopoldo;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3149309;OI;Fibra;1;1;1;1;1;
7,65358E+13;200;Poços de Caldas;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3151800;OI;Fibra;2665;2516;2364;2233;2122;1985
7,65358E+13;200;Pouso Alegre;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3152501;OI;Fibra;2366;2216;2059;1923;1788;1669
7,65358E+13;200;Ribeirão das Neves;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3154606;OI;Fibra;1467;1370;1287;1222;1164;1107
7,65358E+13;200;Sabará;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3156700;OI;Fibra;239;228;214;200;193;184
7,65358E+13;200;Santa Rita do Sapucaí;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3159605;OI;Fibra;53;51;53;52;51;49
7,65358E+13;200;Santo Antônio do Monte;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3160405;OI;Fibra;1;1;1;1;1;1
7,65358E+13;200;São Lourenço;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3163706;OI;Fibra;848;810;790;748;700;682
7,65358E+13;200;Sete Lagoas;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3167202;OI;Fibra;7573;7139;6709;6393;6040;5789
7,65358E+13;200;Timóteo;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3168705;OI;Fibra;17;26;28;27;29;27
7,65358E+13;200;Toledo;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4127700;OI;Fibra;;2;2;2;3;4
7,65358E+13;200;Ubá;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3169901;OI;Fibra;5899;5473;5095;4787;4379;4072
7,65358E+13;200;Varginha;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3170701;OI;Fibra;2534;2413;2312;2188;2072;1997
7,65358E+13;200;Vespasiano;MG;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3171204;OI;Fibra;1801;1739;1668;1606;1550;1490
7,65358E+13;200;Wenceslau Braz;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4128500;OI;Fibra;41;37;36;40;55;60
7,65358E+13;200;Cachoeiro de Itapemirim;ES;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3201209;OI;Fibra;1354;1292;1263;1209;1162;1118
7,65358E+13;200;Cariacica;ES;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3201308;OI;Fibra;4799;4560;4350;4105;3818;3655
7,65358E+13;200;Nova Venécia;ES;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3203908;OI;Fibra;1795;1683;1573;1486;1377;1298
7,65358E+13;200;São Gabriel da Palha;ES;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3204708;OI;Fibra;741;652;592;542;484;448
7,65358E+13;200;Serra;ES;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3205002;OI;Fibra;6413;6006;5728;5417;5073;4774
7,65358E+13;200;Vila Velha;ES;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3205200;OI;Fibra;1616;1543;1460;1390;1316;1282
7,65358E+13;200;Vitória;ES;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3205309;OI;Fibra;4443;4197;3993;3770;3544;3343
7,65358E+13;200;Angra dos Reis;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3300100;OI;Fibra;6374;5979;5634;5302;5000;4689
7,65358E+13;200;Araruama;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3300209;OI;Fibra;546;528;511;495;480;466
7,65358E+13;200;Armação dos Búzios;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3300233;OI;Fibra;3851;3634;3438;3248;3069;2937
7,65358E+13;200;Barra do Piraí;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3300308;OI;Fibra;1355;1292;1238;1178;1103;1056
7,65358E+13;200;Barra Mansa;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3300407;OI;Fibra;1077;1019;959;914;862;817
7,65358E+13;200;Belford Roxo;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3300456;OI;Fibra;10320;9624;9044;8454;7901;7332
7,65358E+13;200;Cabo Frio;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3300704;OI;Fibra;7307;6876;6546;6144;5757;5442
7,65358E+13;200;Campos dos Goytacazes;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3301009;OI;Fibra;1594;1538;1505;1440;1390;1343
7,65358E+13;200;Casimiro de Abreu;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3301306;OI;Fibra;285;266;258;252;233;222
7,65358E+13;200;Duque de Caxias;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3301702;OI;Fibra;26747;25080;23679;22275;21045;19630
7,65358E+13;200;Itaboraí;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3301900;OI;Fibra;3;3;3;2;2;2
7,65358E+13;200;Itaguaí;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3302007;OI;Fibra;2403;2238;2132;2025;1900;1809
7,65358E+13;200;Mangaratiba;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3302601;OI;Fibra;119;119;117;114;117;116
7,65358E+13;200;Maricá;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3302700;OI;Fibra;418;394;383;366;357;343
7,65358E+13;200;Nilópolis;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3303203;OI;Fibra;12045;11138;10654;10159;9690;9184
7,65358E+13;200;Niterói;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3303302;OI;Fibra;10631;10135;9654;9207;8810;8448
7,65358E+13;200;Nova Friburgo;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3303401;OI;Fibra;395;373;359;344;322;303
7,65358E+13;200;Nova Iguaçu;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3303500;OI;Fibra;13958;12968;12215;11518;10863;10125
7,65358E+13;200;Paracambi;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3303609;OI;Fibra;465;440;428;408;400;385
7,65358E+13;200;Petrópolis;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3303906;OI;Fibra;17329;16365;15424;14394;13364;12629
7,65358E+13;200;Pinheiral;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3303955;OI;Fibra;43;45;48;48;46;48
7,65358E+13;200;Piraí;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3304003;OI;Fibra;1;;;;;
7,65358E+13;200;Queimados;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3304144;OI;Fibra;6380;5850;5519;5172;4832;4511
7,65358E+13;200;Resende;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3304201;OI;Fibra;50;75;88;85;82;83
7,65358E+13;200;Rio das Ostras;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3304524;OI;Fibra;1;1;1;1;;
7,65358E+13;200;Rio de Janeiro;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3304557;OI;Fibra;92035;85847;81919;77920;73987;69405
7,65358E+13;200;São Gonçalo;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3304904;OI;Fibra;9741;9158;8645;8139;7551;7143
7,65358E+13;200;São João de Meriti;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3305109;OI;Fibra;24868;22987;21712;20514;19298;17945
7,65358E+13;200;São Pedro da Aldeia;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3305208;OI;Fibra;334;320;317;296;289;278
7,65358E+13;200;Saquarema;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3305505;OI;Fibra;4;4;4;4;3;2
7,65358E+13;200;Seropédica;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3305554;OI;Fibra;2;2;2;2;2;2
7,65358E+13;200;Tanguá;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3305752;OI;Fibra;7;7;6;5;4;4
7,65358E+13;200;Teresópolis;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3305802;OI;Fibra;2372;2289;2189;2088;1991;1918
7,65358E+13;200;Volta Redonda;RJ;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3306305;OI;Fibra;7563;7182;6857;6485;6088;5803
7,65358E+13;200;Campinas;SP;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3509502;OI;Fibra;18;20;22;24;31;33
7,65358E+13;200;Guarulhos;SP;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3518800;OI;Fibra;68;66;61;59;54;51
7,65358E+13;200;Hortolândia;SP;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3519071;OI;Fibra;1;1;1;1;2;2
7,65358E+13;200;São José dos Campos;SP;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3549904;OI;Fibra;;;;2;2;2
7,65358E+13;200;São Paulo;SP;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3550308;OI;Fibra;452;419;394;383;376;366
7,65358E+13;200;Sorocaba;SP;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3552205;OI;Fibra;9;7;7;7;8;9
7,65358E+13;200;Votorantim;SP;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;3557006;OI;Fibra;;;;;;1
7,65358E+13;200;Almirante Tamandaré;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4100400;OI;Fibra;3524;3294;3168;2645;2190;2029
7,65358E+13;200;Andirá;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4101101;OI;Fibra;183;163;155;147;199;196
7,65358E+13;200;Apucarana;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4101408;OI;Fibra;98;95;104;102;202;205
7,65358E+13;200;Arapongas;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4101507;OI;Fibra;18;21;39;40;69;73
7,65358E+13;200;Araucária;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4101804;OI;Fibra;586;540;522;474;560;553
7,65358E+13;200;Astorga;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4102109;OI;Fibra;12;13;15;15;50;56
7,65358E+13;200;Balsa Nova;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4102307;OI;Fibra;4;4;4;3;2;2
7,65358E+13;200;Cambé;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4103701;OI;Fibra;80;78;85;99;233;276
7,65358E+13;200;Campina Grande do Sul;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4104006;OI;Fibra;13;16;16;14;14;14
7,65358E+13;200;Campo Largo;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4104204;OI;Fibra;22;23;26;29;65;67
7,65358E+13;200;Campo Magro;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4104253;OI;Fibra;18;19;19;22;44;47
7,65358E+13;200;Campo Mourão;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4104303;OI;Fibra;16;20;26;29;44;46
7,65358E+13;200;Castro;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4104907;OI;Fibra;2;6;6;8;8;7
7,65358E+13;200;Cianorte;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4105508;OI;Fibra;116;97;88;67;66;60
7,65358E+13;200;Colombo;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4105805;OI;Fibra;17433;16071;15291;12099;9298;8574
7,65358E+13;200;Colorado;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4105904;OI;Fibra;6;6;9;11;13;13
7,65358E+13;200;Cornélio Procópio;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4106407;OI;Fibra;61;64;64;92;228;254
7,65358E+13;200;Curitiba;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4106902;OI;Fibra;42016;38632;36476;29216;24001;22805
7,65358E+13;200;Fazenda Rio Grande;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4107652;OI;Fibra;6;5;9;9;14;20
7,65358E+13;200;Foz do Iguaçu;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4108304;OI;Fibra;2984;2710;2575;1923;1600;1482
7,65358E+13;200;Francisco Beltrão;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4108403;OI;Fibra;4;5;5;6;23;26
7,65358E+13;200;Guarapuava;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4109401;OI;Fibra;85;92;101;132;272;301
7,65358E+13;200;Guaratuba;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4109609;OI;Fibra;114;99;93;90;98;98
7,65358E+13;200;Ibiporã;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4109807;OI;Fibra;325;259;248;194;245;232
7,65358E+13;200;Irati;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4110706;OI;Fibra;2;4;6;10;10;10
7,65358E+13;200;Itaperuçu;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4111258;OI;Fibra;1;1;1;1;1;
7,65358E+13;200;Jandaia do Sul;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4112108;OI;Fibra;183;161;147;137;179;189
7,65358E+13;200;Londrina;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4113700;OI;Fibra;386;350;324;227;128;107
7,65358E+13;200;Marechal Cândido Rondon;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4114609;OI;Fibra;76;71;67;48;62;57
7,65358E+13;200;Marialva;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4114807;OI;Fibra;45;38;33;26;15;13
7,65358E+13;200;Maringá;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4115200;OI;Fibra;15762;14077;13383;9601;6902;6129
7,65358E+13;200;Matinhos;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4115705;OI;Fibra;5;7;7;6;6;6
7,65358E+13;200;Medianeira;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4115804;OI;Fibra;532;462;431;340;364;349
7,65358E+13;200;Paiçandu;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4117503;OI;Fibra;651;575;535;436;415;421
7,65358E+13;200;Paranaguá;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4118204;OI;Fibra;1842;1646;1565;1335;1290;1262
7,65358E+13;200;Pato Branco;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4118501;OI;Fibra;;1;1;2;2;3
7,65358E+13;200;Piên;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4119103;OI;Fibra;1;1;1;1;;
7,65358E+13;200;Pinhais;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4119152;OI;Fibra;7622;6978;6634;5070;3884;3627
7,65358E+13;200;Piraquara;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4119509;OI;Fibra;3076;2786;2633;2056;1929;1890
7,65358E+13;200;Ponta Grossa;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4119905;OI;Fibra;10583;9515;8993;6869;5414;5102
7,65358E+13;200;Quatro Barras;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4120804;OI;Fibra;8;10;11;13;21;24
7,65358E+13;200;Ribeirão do Pinhal;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4121901;OI;Fibra;157;128;122;102;114;114
7,65358E+13;200;Santo Antônio da Platina;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4124103;OI;Fibra;11;12;13;15;32;32
7,65358E+13;200;São José dos Pinhais;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4125506;OI;Fibra;21425;19776;18822;14908;10768;9740
7,65358E+13;200;São Pedro do Ivaí;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4125803;OI;Fibra;65;55;49;37;49;48
7,65358E+13;200;São Sebastião da Amoreira;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4126009;OI;Fibra;34;27;24;23;30;28
7,65358E+13;200;Sarandi;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4126256;OI;Fibra;10;9;10;11;20;22
7,65358E+13;200;Telêmaco Borba;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4127106;OI;Fibra;867;781;737;633;771;801
7,65358E+13;200;Umuarama;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4128104;OI;Fibra;16;19;22;24;53;64
7,65358E+13;200;União da Vitória;PR;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4128203;OI;Fibra;706;633;607;549;703;702
7,65358E+13;200;Balneário Camboriú;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4202008;OI;Fibra;11;15;15;15;16;15
7,65358E+13;200;Blumenau;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4202404;OI;Fibra;10752;10087;9536;8850;8191;7740
7,65358E+13;200;Braço do Norte;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4202800;OI;Fibra;1;1;1;1;1;1
7,65358E+13;200;Brusque;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4202909;OI;Fibra;4520;4255;4057;3771;3486;3300
7,65358E+13;200;Chapecó;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4204202;OI;Fibra;1626;1550;1488;1392;1301;1227
7,65358E+13;200;Criciúma;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4204608;OI;Fibra;2590;2405;2281;2113;1942;1812
7,65358E+13;200;Florianópolis;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4205407;OI;Fibra;3885;3586;3384;3141;2919;2705
7,65358E+13;200;Garopaba;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4205704;OI;Fibra;104;96;92;85;79;76
7,65358E+13;200;Gaspar;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4205902;OI;Fibra;10;9;8;8;5;5
7,65358E+13;200;Guabiruba;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4206306;OI;Fibra;99;85;77;72;68;67
7,65358E+13;200;Içara;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4207007;OI;Fibra;216;198;179;171;159;148
7,65358E+13;200;Ilhota;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4207106;OI;Fibra;1;1;1;1;1;1
7,65358E+13;200;Indaial;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4207502;OI;Fibra;13;14;14;13;14;15
7,65358E+13;200;Itajaí;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4208203;OI;Fibra;6849;6132;5831;5434;5079;4731
7,65358E+13;200;Ituporanga;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4208500;OI;Fibra;120;110;105;99;93;88
7,65358E+13;200;Jaraguá do Sul;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4208906;OI;Fibra;6;5;5;5;4;3
7,65358E+13;200;Joinville;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4209102;OI;Fibra;9414;8804;8274;7769;7233;6752
7,65358E+13;200;Lages;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4209300;OI;Fibra;5076;4738;4461;4158;3850;3666
7,65358E+13;200;Laurentino;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4209508;OI;Fibra;1;1;1;1;1;1
7,65358E+13;200;Navegantes;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4211306;OI;Fibra;411;383;360;328;310;293
7,65358E+13;200;Palhoça;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4211900;OI;Fibra;;1;3;7;10;10
7,65358E+13;200;Pomerode;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4213203;OI;Fibra;1;1;1;1;;
7,65358E+13;200;Rio do Sul;SC;> 34Mbps;FTTH;OI;Grande Porte;Pessoa Física;INTERNET;4214805;OI;Fibra;2195;2058;1928;1783;1665;1589
